run_id,test_case,move_index,start_x,start_y,start_z,goal_x,goal_y,goal_z,cartesian_distance_m,path_length_m,plan_time_s,execution_time_s,success
kdl_only_1773461936,kdl_only,1,0.354638980938679,0.44086671538481614,1.2315778510430957,-0.13066148444452752,0.563281457007225,1.3197,0.5082001808386345,0.508674217738702,0.15680789947509766,2.5105512142181396,1
kdl_only_1773461936,kdl_only,2,-0.1303755644638337,0.5634516533007515,1.31954588368533,-0.5637710546430907,-0.5286635290580576,1.0125,1.2144234834416034,0.0,0.051343679428100586,0.0,0
kdl_only_1773461936,kdl_only,3,-0.13038145031599097,0.5634455247909065,1.3195513497561324,0.31840995327503974,0.22989172189176654,1.1375,0.5880599946550652,0.0,0.051358938217163086,0.0,0
kdl_only_1773461936,kdl_only,4,-0.1303748117816555,0.5634449812698776,1.3195494174589388,0.7769013140664358,-0.45124606192804856,1.1116,1.3769498327468321,0.0,0.051366329193115234,0.0,0
kdl_only_1773461936,kdl_only,5,-0.13037556446395987,0.5634516533016836,1.31954588368545,-0.26999187445419626,-0.021984662937305166,1.3682,0.603817536529966,0.0,0.05212855339050293,0.0,0
kdl_only_1773461936,kdl_only,6,-0.13038145031593829,0.5634455247910429,1.3195513497561209,0.33969243733975607,-0.5513354354640945,1.3383,1.2099824631328637,0.0,0.10157179832458496,0.0,0
kdl_only_1773461936,kdl_only,7,-0.13037556446411053,0.5634516533016538,1.319545883685358,0.030930708718165167,0.33583177095400074,1.4461,0.3063437105019366,0.0,0.0515289306640625,0.0,0
kdl_only_1773461936,kdl_only,8,-0.1303814503159007,0.5634455247910419,1.3195513497561433,0.3011656754845682,-0.6791771329227231,1.0435,1.344078992824624,1.9300255836530922,0.10187029838562012,4.009790420532227,1
kdl_only_1773461936,kdl_only,9,0.2999677846236857,-0.6786556716386396,1.0428994371119935,-0.744067742703176,0.5607687281860799,1.211,1.6292454770367815,2.9604025527277615,0.10141134262084961,5.913046598434448,1
kdl_only_1773461936,kdl_only,10,-0.7428676617120397,0.5611837212594059,1.2107901758747268,-0.2692555094983793,-0.6087985153552286,1.0149,1.2773174490793073,0.0,0.10158967971801758,0.0,0
kdl_only_1773461936,kdl_only,11,-0.7428676617117212,0.5611837212609445,1.2107901758741275,-0.6311202185376483,-0.06262692550711468,1.1093,0.6418157600714463,1.8198205457122336,0.601921796798706,7.518056631088257,1
kdl_only_1773461936,kdl_only,12,-0.63045363302892,-0.06231409449184943,1.1095196359967665,-0.36009807646876646,0.16730561870237126,1.2527,0.382515302029141,0.0,0.05151939392089844,0.0,0
kdl_only_1773461936,kdl_only,13,-0.6304560467661751,-0.062315628145574065,1.1095198608252677,0.21057977365838032,-0.48900997810792585,1.0133,0.9479807915481372,0.0,0.10109090805053711,0.0,0
kdl_only_1773461936,kdl_only,14,-0.6304560467632718,-0.062315628147348714,1.1095198608205634,0.9890869021802229,0.4864927794875896,1.0994,1.7100328778553981,0.0,0.9027056694030762,0.0,0
kdl_only_1773461936,kdl_only,15,-0.6304560467632727,-0.0623156281473494,1.1095198608205632,-0.6976078609330956,-0.4737195470360945,1.3249,0.46920268006083377,0.0,0.051663875579833984,0.0,0
kdl_only_1773461936,kdl_only,16,-0.630456046763272,-0.06231562814734925,1.1095198608205634,-0.10264161183544662,-0.370166430342667,1.2725,0.6323944337970004,0.0,0.051271915435791016,0.0,0
kdl_only_1773461936,kdl_only,17,-0.6304560467632723,-0.06231562814734958,1.1095198608205639,-0.31618780179961137,0.002664418259433421,1.1102,0.32091649819364326,0.0,0.10150766372680664,0.0,0
kdl_only_1773461936,kdl_only,18,-0.6304560467632723,-0.062315628147350026,1.1095198608205639,-0.7252406242266942,0.6129826508891109,1.2946,0.7065879561053986,1.0670066660087536,0.8569202423095703,5.811364650726318,1
kdl_only_1773461936,kdl_only,19,-0.7241850476968759,0.613217875596835,1.2947041444462521,-0.86205516386102,0.3774440026969422,1.4047,0.29444282350284984,0.0,0.05189657211303711,0.0,0
kdl_only_1773461936,kdl_only,20,-0.7241850476949224,0.613217875586074,1.2947041444134968,0.6556578271315445,-0.6412626485173598,1.0032,1.8875016319925235,0.0,0.05122232437133789,0.0,0
