run_id,test_case,completed,total,success_rate,total_wall_s,distance_travelled_m,path_length_travelled_m,sum_plan_time_s,sum_execution_time_s
corridor_position_only_1772912593,corridor_position_only,922,1000,0.922,47421.976561784744,993.9819894086268,1187.2816660490873,40508.70960855484,6912.207370042801
