run_id,test_case,completed,total,success_rate,total_wall_s,distance_travelled_m,path_length_travelled_m,sum_plan_time_s,sum_execution_time_s
pure_rrt_1772834165,pure_rrt,950,1000,0.95,8218.159442186356,905.102533454413,1360.8703507769974,4225.19127869606,3991.9529373645782
