run_id,test_case,completed,total,success_rate,total_wall_s,distance_travelled_m,sum_plan_time_s,sum_execution_time_s
corridor_position_only_1772791064,corridor_position_only,712,1000,0.712,19348.536285161972,891.7701271467926,15833.183985948563,3514.3301594257355
